name,culinary_type,address,link,is_branch,payment_methods,description,price_range,open_schedule,available_facilities,unavailable_facilities,phone,overall_rating,individual_rating,seating_capacity
Baparapi Kopi,Kafe,"Alam Sutera Town Center, Blok 10E No. 1 - 2, Jl. Alam Utama, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/baparapi-kopi-alam-sutera,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",031 5347677,4.36,"4.6,4.3,4.1,4.3,4.4",
Kinari Coffee Shop,Kafe,"Jl. Kelapa Cengkir Timur Blok FH2 No. 6, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/kinari-coffee-shop-kelapa-gading,False,"Tunai,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (10:00 - 20:00), Sabtu - Minggu (08:00 - 20:00)","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",08111088321,4.39,"4.4,4.5,3.9,4.6,4.5",
Fish & Co.,Barat,"Summarecon Mall Bekasi, Lantai Ground, Downtown Walk, Jl. Ahmad Yani, Bekasi Utara, Bekasi",https://pergikuliner.com/restaurants/bekasi/fish-dan-co-bekasi-utara,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 80821640,4.41,"4.1,4.5,4.0,4.2,4.3",
Social Garden,"Barat, Indonesia","Senayan City, Lantai Ground, Jl. Asia Afrika, Senayan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/social-garden-senayan,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Selasa - Minggu (08:00 - 21:00), Senin Tutup","Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",083837310240,4.28,"4.3,4.7,3.9,4.5,4.5",
Fish & Chips ThreeHouse,"Barat,Indonesia","Apartemen Park Royale, Tower Lobby 1, Jl. Gatot Subroto, Gatot Subroto, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/fish-dan-chips-threehouse-gatot-subroto,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Kamis (11:00 - 20:00), Jumat - Sabtu (11:00 - 21:00), Minggu (11:00 - 20:00)","Wifi,100% Halal,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 72781516,4.32,"4.2,4.7,3.7,4.4,4.4",Kapasitas:  50 kursi
Amuz,Perancis,"Energy Building, Lantai 2, Jl. Jenderal Sudirman Kav. 52 - 53, SCBD, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/amuz-scbd,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Sabtu (10:00 - 20:30), Minggu Tutup","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 5717201,4.46,"4.5,4.4,4.1,4.4,4.3",
Soto Sob H. Asmawi,Indonesia,"Jl. Abdul Majid Raya No. 44R, Fatmawati, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/soto-sob-h-asmawi-fatmawati,True,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (11:30 - 14:30, 18:00 - 23:00), Sabtu - Minggu (18:00 - 23:00)","Wifi,Pesan antar,100% Halal,Bisa reservasi,Area parkir","Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 2505064,4.53,"4.6,4.9,3.6,4.7,4.5",
Edogin - Hotel Mulia,Jepang,"Hotel Mulia, Lantai Ground, Jl. Asia Afrika, Senayan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/edogin-hotel-mulia-senayan,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",081314703535,4.51,"4.6,4.4,4.5,4.7,4.6",
The Writers Bar - Raffles Jakarta Hotel,Barat,"Raffles Jakarta Hotel, Lantai Ground, Jl. Prof Dr Satrio No. 3 - 5, Karet Kuningan, Setiabudi, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/the-writers-bar-raffles-jakarta-hotel-karet-kuningan,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Sabtu (12:00 - 14:30, 18:00 - 22:30), Minggu (11:00 - 14:30, 18:00 - 22:30)","Wifi,Area merokok,Area outdoor,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Vegetarian",021 5753274,4.4,"4.6,4.5,4.4,4.6,4.6",
Double U Steak by Chef Widhi,Barat,"Grand Galaxy City, Jl. Wijaya Kusuma A1 No. 183, Bekasi Selatan, Bekasi",https://pergikuliner.com/restaurants/bekasi/double-u-steak-by-chef-widhi-bekasi-selatan,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 22:00),"Area merokok,100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",081287620750,4.4,"4.3,4.8,3.7,4.4,4.6",
Haidilao Hot Pot,China,"Gandaria City, Lantai Ground, Mainstreet Dining, Jl. Sultan Iskandar Muda, Gandaria, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/haidilao-hot-pot-gandaria,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (08:00 - 01:00),"Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 29880942,4.41,"4.2,4.8,4.3,4.3,4.4",
Kohicha Cafe,Kafe,"Ruko Gading Kirana, Blok A6A No. 21, Jl. Boulevard Artha Gading, Kelapa Gading, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/kohicha-cafe-kelapa-gading,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Jumat (11:00 - 14:00, 17:00 - 22:00), Sabtu - Minggu (11:00 - 22:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 82732151,4.23,"4.9,3.9,4.7,4.3,4.2",Kapasitas:  60 kursi
Ambrogio Patisserie,Kafe,"Jl. Banda No. 24, Banda, Riau, Bandung",https://pergikuliner.com/restaurants/bandung/ambrogio-patisserie-banda,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",021 27085851,4.18,"4.5,4.4,3.9,4.8,4.5",
Marutama Ra-men,Jepang,"Sentral Senayan 1, Lantai Basement, Jl. Asia Afrika No. 8, Senayan, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/marutama-ra-men-senayan,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",Artisan coffee shop with Japanese style ambience and cooking,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (08:30 - 21:00),"Wifi,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 24520517,4.23,"4.2,4.4,3.8,4.4,4.4",
Isshin,Jepang,"Kota Kasablanka, Lantai Upper Ground, Food Society, Jl. Casablanca Raya, Tebet, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/isshin-tebet,True,"Tunai,Visa,Master,Debet,Go-pay",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:30 - 21:00),"Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 5724050,4.3,"4.4,4.2,4.1,4.1,4.4",
Twin House,Kafe,"CBD Emerald Bintaro, Jl. Boulevard Bintaro Jaya (Bintaro Sektor 7), Bintaro, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/twin-house-bintaro,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29475221,4.26,"4.4,4.1,4.0,4.7,4.4",
Aoki Japanese Cuisine - Hotel Gran Mahakam,Jepang,"Hotel Gran Mahakam, Lantai Lower Lobby, Jl. Mahakam I No. 8, Blok M, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/aoki-japanese-cuisine-hotel-gran-mahakam-blok-m,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",087781137068,4.39,"4.4,4.5,3.8,4.3,4.3",Kapasitas:  80 kursi
Canabeans,Kafe,"The Accent, Lantai Ground, Jl. MH. Thamrin CBD (Bintaro Sektor 7), Bintaro, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/canabeans-bintaro,True,"Tunai,Visa,Master,Debet","AOKI Japanese Cuisine has been reputed as one of the most stylish dining venues in the city. With a modern and private dining concept, AOKI serves fusion and authentic Japanese cuisine that will leave your senses completely amazed.","
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Senin - Minggu (12:00 - 15:00, 18:00 - 21:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 7209966,4.36,"4.3,4.6,3.7,4.8,4.7",
Hokkaido Baked Cheese Tart,Toko Kue,"Mall Metropolitan, Lantai Dasar, Jl. KH. Noer Ali, Bekasi Selatan, Bekasi",https://pergikuliner.com/restaurants/bekasi/hokkaido-baked-cheese-tart-bekasi-selatan,True,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (10:00 - 22:00),"100% Halal,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 8848563,4.63,"5.0,4.3,4.5,4.6,4.8",
Enmaru,Jepang,"Altitude The Plaza, Lantai 46, Jl. MH Thamrin Kav. 28 - 30, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/enmaru-thamrin,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (09:00 - 21:00),"Wifi,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Vegetarian",022 20512779,4.21,"4.2,4.5,3.9,4.0,4.2",
"Pasta, Bitte!",Italia,"Jl. Kemang Selatan I No. 20F, Kemang, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/pasta-bitte-kemang,False,"Tunai,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (12:00 - 21:00),"Wifi,Pesan antar,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29922448,4.4,"4.3,4.6,3.6,4.1,4.4",
Miss Bee Providore,Barat,"Jl. Ranca Bentang No. 11A, Ciumbuleuit, Bandung",https://pergikuliner.com/restaurants/bandung/miss-bee-providore-ciumbuleuit,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ","Selasa - Minggu (12:00 - 21:00), Senin Tutup","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",081219553727,4.21,"4.4,4.4,4.0,4.4,4.7",
Mare Nostrum - Grand Sahid Jaya Hotel,Spanyol,"Grand Sahid Jaya Hotel, Lantai 18, Jl. Jenderal Sudirman Kav. 86, Sudirman, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/mare-nostrum-grand-sahid-jaya-hotel-sudirman,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Pesan antar,Area merokok,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Area outdoor,24 Jam,100% Halal,Vegetarian",022 2033613,4.34,"4.2,4.6,3.8,4.2,4.3",
Kollabora Coffee Geeks and Workspace,Kafe,"Jl. Raya Kupang Indah No. 51, Dukuh Pakis, Surabaya",https://pergikuliner.com/restaurants/surabaya/kollabora-coffee-geeks-and-workspace-dukuh-pakis,False,"Tunai,Visa,Master,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (07:00 - 22:00), Sabtu - Minggu (07:00 - 24:00)","Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,Area outdoor,24 Jam,Alkohol,Vegetarian",082133593698,4.77,"4.7,5.0,4.3,5.0,4.8",
Marutama Ra-men,Jepang,"Lotte Shopping Avenue, Lantai 3, Jl. Prof Dr Satrio, Karet Kuningan, Setiabudi, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/marutama-ra-men-karet-kuningan,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,100% Halal,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",021 29889627,4.46,"4.5,4.2,4.3,4.7,4.6",
Garage Cafe,Kafe,"Jl. Pluit Permai I No. 46, Pluit, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/garage-cafe-pluit,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ",Senin - Minggu (09:00 - 18:00),"Wifi,Bisa reservasi,Area parkir","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Alkohol,Vegetarian",021 22677499,4.3,"4.3,4.4,4.1,4.4,4.3",
Le Gran Cafe - Hotel Gran Mahakam,Indonesia,"Hotel Gran Mahakam, Lantai Mezzanine, Jl. Mahakam I No. 8, Blok M, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/le-gran-cafe-hotel-gran-mahakam-blok-m,False,"Tunai,Visa,Master,Debet","Serving delightful drinks, Asian fusion bites and the best view on the highest level at PIK!
(Restoran tertinggi di PIK)","
                  Di atas Rp. 200.000 /orang
                ","Senin - Kamis (12:00 - 21:00), Jumat - Minggu (12:00 - 24:00)","Wifi,Area merokok,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,Vegetarian",082388688688,4.36,"4.3,4.5,3.9,4.4,4.2",
Little Talk,Kafe,"Vida Bekasi, Jl. Tirta Utama No. 10 (Depan Marketing Gallery), Bantar Gebang, Bekasi",https://pergikuliner.com/restaurants/bekasi/little-talk-bantar-gebang,False,"Tunai,Debet",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Kamis (09:00 - 22:00), Jumat - Minggu (09:00 - 23:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Ruang VIP,Vegetarian",08210207585,4.33,"4.2,4.7,4.2,4.3,4.3",
Skye,Barat,"Menara BCA, Lantai 56, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/skye-thamrin,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Kamis (17:00 - 23:00), Jumat - Sabtu (17:00 - 24:00), Minggu (17:00 - 23:00)","Wifi,Area merokok,Area outdoor,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Vegetarian",021 23586996,4.25,"4.1,4.8,3.4,4.4,4.5",
Breve,Kafe,"Jl. Sambas No. 20, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/breve-wonokromo,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Selasa (11:00 - 19:00), Kamis - Minggu (11:00 - 19:00), Rabu Tutup","Wifi,Area merokok,Area outdoor,100% Halal,Area parkir","Pesan antar,24 Jam,Ruang VIP,Bisa reservasi,Alkohol,Vegetarian",0895366480653,4.29,"4.2,4.4,4.0,4.3,4.5",Kapasitas:  16 kursi
Li Feng - Mandarin Oriental Hotel,China,"Mandarin Oriental Hotel, Lantai 2, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/li-feng-mandarin-oriental-hotel-thamrin,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Senin - Minggu (11:30 - 14:30, 18:00 - 22:30)","Wifi,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Vegetarian",021 29938888,4.29,"4.4,4.5,3.7,4.3,4.4",
Gormeteria,Kafe,"Jl. Pasir Kaliki No. 176, Pasir Kaliki, Bandung",https://pergikuliner.com/restaurants/bandung/gormeteria-pasir-kaliki,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (07:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",022 20524850,4.17,"4.2,4.4,3.8,4.1,4.3",
The Restaurant - Hotel Padma,"Indonesia,Barat","Hotel Padma, Lantai 1, Jl. Ranca Bentang No. 56 - 58, Ciumbuleuit, Bandung",https://pergikuliner.com/restaurants/bandung/the-restaurant-hotel-padma-ciumbuleuit,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (07:00 - 22:00),"Wifi,Area merokok,Area outdoor,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,100% Halal,Ruang VIP,Vegetarian",022 2030333,4.4,"4.5,4.8,3.9,4.4,4.5",
Sana Sini Restaurant - Hotel Pullman Thamrin,"Indonesia, China, Jepang","Hotel Pullman Thamrin, Lantai Lobby, Jl. MH Thamrin No. 59, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/sana-sini-restaurant-hotel-pullman-thamrin-thamrin,False,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Vegetarian",0251 8572759,4.31,"4.5,4.6,4.0,4.4,4.3",
B'Steak Grill & Pancake,Barat,"Jl. Pajajaran Indah V No. 45, Bogor Timur, Bogor",https://pergikuliner.com/restaurants/bogor/b-steak-grill-dan-pancake-bogor-timur,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ","Senin - Minggu (05:30 - 10:30, 12:00 - 15:00, 18:00 - 23:00) ","Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,24 Jam,Vegetarian",021 31921111,4.36,"4.3,4.5,3.6,4.6,4.5",
Urban Wagyu,Barat,"Jl. Opak No. 50, Wonokromo, Surabaya",https://pergikuliner.com/restaurants/surabaya/urban-wagyu-wonokromo,True,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (10:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",0251 7568737,4.32,"4.4,4.5,4.2,4.3,4.3",
Bruen Coffee & Kitchen,Kafe,"Jl. D. I. Panjaitan No. 46, Jatinegara, Jakarta Timur",https://pergikuliner.com/restaurants/jakarta/bruen-coffee-dan-kitchen-jatinegara,False,"Tunai,Visa,Master,Debet,Go-pay,Ovo,Dana",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (09:00 - 22:00),"Wifi,Area merokok,Area outdoor,100% Halal,Ruang VIP,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Alkohol,Vegetarian",081556533550,4.24,"4.6,4.1,4.3,4.2,4.4",
Nidcielo,Spanyol,"Soho, Lantai 2, Jl. Gunawarman No. 61, Senopati, Kebayoran Baru, Jakarta Selatan",https://pergikuliner.com/restaurants/jakarta/nidcielo-senopati,False,"Tunai,Visa,Master,Debet",,"
                  Rp. 100.000 - Rp. 200.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 85908805,4.46,"4.3,4.3,3.9,4.3,4.4",
Haidilao Hot Pot,China,"Grand Indonesia Mall, Lantai Upper Ground, East Mall, Jl. MH Thamrin, Thamrin, Jakarta Pusat",https://pergikuliner.com/restaurants/jakarta/haidilao-hot-pot-thamrin,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Selasa - Minggu (11:30 - 21:00), Senin Tutup","Wifi,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,100% Halal,Ruang VIP,Vegetarian",021 27085188,4.43,"4.2,4.6,3.9,4.8,4.9",
Putera Lombok,Indonesia,"Ruko Renata, Kav. 20A No. 10 - 11, Jl. Jalur Sutera Timur, Alam Sutera, Serpong, Tangerang Selatan",https://pergikuliner.com/restaurants/tangerang/putera-lombok-alam-sutera,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (11:00 - 21:00),"Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 22394880,4.35,"4.3,4.6,3.8,4.9,4.6",
Umaku Sushi,Jepang,"Perumahan Citra Grand, Ruko City Walk, Blok CW1 No. 26, Jl. Raya Alternatif Cibubur, Jatisampurna, Bekasi",https://pergikuliner.com/restaurants/bekasi/umaku-sushi-jatisampurna,True,"Tunai,Visa,Master,Debet",,"
                  Rp. 50.000 - Rp. 100.000 /orang
                ",Senin - Minggu (10:00 - 20:00),"100% Halal,Bisa reservasi,Area parkir","Wifi,Pesan antar,Area merokok,Area outdoor,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 80821318,4.31,"4.6,4.1,4.4,4.1,4.5",
Momo Paradise,Jepang,"Ruko Crown Golf, Blok D No. 18 - 19, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Penjaringan, Jakarta Utara",https://pergikuliner.com/restaurants/jakarta/momo-paradise-pantai-indah-kapuk,True,"Tunai,Visa,Master,Debet",,"
                  Di atas Rp. 200.000 /orang
                ","Selasa - Minggu (11:00 - 22:00), Senin Tutup","Wifi,100% Halal,Ruang VIP,Bisa reservasi,Area parkir,Alkohol","Pesan antar,Area merokok,Area outdoor,24 Jam,Vegetarian",021 84303732,4.27,"4.8,3.8,4.6,4.2,4.2",
Terai Coffeatery,Kafe,"Jl. Tubagus Ismail Raya No. 175, Dago Atas, Bandung",https://pergikuliner.com/restaurants/bandung/terai-coffeatery-dago-atas,False,"Tunai,Debet,Ovo",,"
                  Di bawah Rp. 50.000 /orang
                ","Senin - Jumat (11:00 - 23:00), Sabtu (11:00 - 24:00), Minggu (11:00 - 23:00)","Wifi,Area merokok,Area outdoor,100% Halal,Bisa reservasi,Area parkir","Pesan antar,24 Jam,Ruang VIP,Alkohol,Vegetarian",021 29285570,4.32,"4.3,4.2,4.2,4.4,4.5",
